0, 0
1, 7
1, 7
1, 7
1, 14
1, 14
1, 14
1, 2
1, 2
1, 2
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
4, 4
4, 4
4, 4
5, 5
5, 5
4, 4
4, 4
5, 14
5, 14
5, 6
5, 6
5, 5
5, 5
1, 5
15, 15
15, 15
1, 5
1, 5
1, 5
6, 6
6, 6
5, 5
5, 5
6, 6
6, 6
4, 4
4, 4
7, 7
7, 7
7, 7
3, 7
3, 7
3, 3
3, 3
5, 5
5, 5
5, 5
5, 5
2, 5
2, 5
5, 5
5, 5
5, 5
5, 5
2, 2
2, 2
2, 2
8, 8
8, 8
8, 8
8, 8
8, 8
8, 8
7, 7
7, 7
7, 7
9, 9
9, 9
10, 10
10, 10
10, 10
5, 5
5, 5
1, 2
1, 2
10, 10
10, 10
4, 5
4, 4
4, 4
2, 5
2, 5
11, 11
11, 11
9, 9
9, 9
11, 11
11, 11
11, 11
10, 10
8, 8
8, 8
9, 9
9, 9
10, 10
10, 10
7, 7
7, 7
1, 1
1, 1
8, 8
8, 8
1, 1
11, 11
11, 11
1, 5
1, 5
6, 6
7, 7
1, 1
2, 14
2, 14
12, 12
12, 12
9, 9
9, 9
8, 8
3, 3
8, 8
8, 8
8, 8
3, 3
5, 5
12, 14
12, 14
1, 2
13, 13
5, 5
5, 5
5, 5
5, 5
10, 10
2, 9
2, 9
2, 9
2, 9
4, 4
1, 1
15, 15
15, 15
15, 15
2, 14
2, 14
2, 14
15, 15
15, 15
1, 7
1, 7
1, 7
5, 5
5, 5
5, 5
1, 2
1, 2
1, 2
5, 5
5, 5
4, 4
4, 4
3, 3
3, 3
3, 3
3, 3
4, 4
12, 12
12, 12
15, 15
15, 15
15, 15
15, 15
4, 6
4, 4
4, 4
1, 5
1, 5
1, 5
7, 7
2, 6
2, 6
10, 10
2, 2
6, 7
6, 7
6, 7
5, 5
7, 7
7, 7
3, 3
2, 5
2, 5
5, 5
5, 5
4, 4
1, 2
11, 11
15, 15
11, 11
5, 5
3, 3
3, 3
5, 5
3, 3
10, 10
5, 6
5, 6
12, 12
3, 3
3, 3
3, 3
5, 5
5, 5
5, 5
11, 11
11, 11
5, 5
5, 5
2, 9
2, 12
2, 12
2, 5
2, 2
4, 4
5, 5
5, 5
2, 14
5, 5
5, 5
10, 10
5, 5
5, 5
15, 15
8, 8
15, 15
15, 15
15, 15
5, 5
6, 6
15, 15
15, 15
15, 15
1, 1
1, 1
1, 1
15, 15
15, 15
15, 15
1, 14
1, 14
1, 14
5, 5
5, 5
5, 5
1, 2
1, 2
1, 2
5, 5
5, 5
5, 5
5, 5
3, 3
3, 3
3, 3
3, 3
3, 3
2, 7
2, 7
2, 7
5, 7
5, 7
5, 7
4, 4
4, 4
2, 4
2, 4
8, 11
8, 11
8, 11
2, 3
2, 3
6, 7
6, 7
5, 5
5, 5
5, 5
3, 3
3, 3
10, 10
1, 5
1, 5
1, 5
8, 8
8, 8
15, 15
10, 10
5, 6
5, 6
8, 8
5, 6
1, 1
1, 1
1, 1
8, 8
8, 8
5, 5
5, 5
6, 6
6, 6
3, 8
3, 8
6, 7
11, 11
11, 11
12, 12
12, 12
5, 12
5, 12
5, 5
5, 5
5, 5
5, 5
5, 5
5, 8
3, 14
3, 14
3, 14
7, 8
7, 8
4, 14
4, 14
5, 5
5, 14
10, 10
10, 10
12, 12
12, 12
2, 9
2, 9
10, 10
10, 10
9, 9
9, 9
9, 9
9, 9
2, 14
2, 14
6, 11
5, 5
11, 11
11, 11
11, 11
11, 11
1, 7
11, 11
5, 5
15, 15
6, 10
6, 10
2, 5
2, 5
2, 5
2, 2
2, 2
2, 2
2, 12
12, 12
14, 14
14, 14
14, 14
10, 10
10, 10
10, 10
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
1, 7
1, 7
1, 7
5, 8
5, 8
5, 8
2, 5
2, 5
2, 5
4, 4
4, 4
4, 4
2, 5
2, 5
3, 3
3, 3
5, 5
5, 5
5, 5
15, 15
6, 7
1, 1
1, 1
1, 1
1, 1
3, 3
3, 3
3, 3
3, 3
3, 3
5, 6
2, 5
2, 5
6, 7
6, 7
2, 11
2, 11
5, 5
11, 11
11, 11
5, 8
5, 8
11, 11
4, 4
5, 5
5, 5
15, 15
5, 5
5, 5
10, 10
10, 10
15, 15
15, 15
15, 15
4, 4
11, 11
1, 14
1, 14
1, 14
15, 15
15, 15
5, 8
5, 5
5, 5
3, 9
3, 9
8, 8
8, 8
7, 7
12, 12
12, 12
15, 15
1, 7
1, 7
5, 5
10, 10
1, 1
1, 5
7, 7
8, 8
8, 8
4, 6
3, 3
5, 5
5, 5
3, 3
5, 5
10, 10
8, 11
10, 10
11, 11
6, 10
11, 11
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
2, 6
2, 6
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
6, 11
6, 11
6, 11
15, 15
15, 15
15, 15
3, 3
3, 3
3, 3
3, 3
3, 3
3, 3
6, 7
2, 11
2, 11
11, 11
11, 11
11, 11
11, 11
11, 11
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
15, 15
